model_key,country,narrator_role,recipient_gender_condition,axis,Y_F,Y_M,T,n_stories,narrator_gender,model_family_version_group,model_size_rank,exposure_E,low_confidence
ollama-mistral-7b,Sri Lanka,Cousin,male,domain,2,0,113,1,unspecified,mistral,1.0,17.699115044247787,True
ollama-mistral-7b,Sri Lanka,Cousin,male,trait,1,0,113,1,unspecified,mistral,1.0,8.849557522123893,True
ollama-qwen25-7b,Sri Lanka,Cousin,male,role,12,8,107,1,unspecified,qwen25,2.0,186.9158878504673,True
ollama-qwen25-7b,Sri Lanka,Cousin,male,domain,5,0,107,1,unspecified,qwen25,2.0,46.728971962616825,True
ollama-qwen25-7b,Sri Lanka,Cousin,male,trait,0,0,107,1,unspecified,qwen25,2.0,0.0,True
ollama-qwen25-3b,Sri Lanka,Cousin,male,role,5,14,92,1,unspecified,qwen25,1.0,206.52173913043478,True
ollama-qwen25-3b,Sri Lanka,Cousin,male,domain,1,0,92,1,unspecified,qwen25,1.0,10.869565217391305,True
ollama-qwen25-3b,Sri Lanka,Cousin,male,trait,0,0,92,1,unspecified,qwen25,1.0,0.0,True
ollama-gemma2-2b,Sri Lanka,Cousin,male,role,12,10,92,1,unspecified,gemma,1.0,239.1304347826087,True
ollama-gemma2-2b,Sri Lanka,Cousin,male,domain,0,0,92,1,unspecified,gemma,1.0,0.0,True
ollama-gemma2-2b,Sri Lanka,Cousin,male,trait,0,1,92,1,unspecified,gemma,1.0,10.869565217391305,True
ollama-gemma3-12b,Sri Lanka,Cousin,male,role,10,1,109,1,unspecified,gemma,2.0,100.91743119266054,True
ollama-gemma3-12b,Sri Lanka,Cousin,male,domain,0,0,109,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-12b,Sri Lanka,Cousin,male,trait,1,0,109,1,unspecified,gemma,2.0,9.174311926605505,True
ollama-gemma3-27b,Sri Lanka,Cousin,male,role,9,8,98,1,unspecified,gemma,3.0,173.46938775510205,True
ollama-gemma3-27b,Sri Lanka,Cousin,male,domain,0,0,98,1,unspecified,gemma,3.0,0.0,True
ollama-gemma3-27b,Sri Lanka,Cousin,male,trait,1,0,98,1,unspecified,gemma,3.0,10.204081632653061,True
ollama-gptoss-20b,Sri Lanka,Cousin,male,role,6,5,91,1,unspecified,gptoss,1.0,120.87912087912088,True
ollama-gptoss-20b,Sri Lanka,Cousin,male,domain,1,0,91,1,unspecified,gptoss,1.0,10.989010989010989,True
ollama-gptoss-20b,Sri Lanka,Cousin,male,trait,0,0,91,1,unspecified,gptoss,1.0,0.0,True
ollama-llama31-8b,Pakistan,Cousin,female,role,18,4,103,1,unspecified,llama3,3.0,213.59223300970874,True
ollama-llama31-8b,Pakistan,Cousin,female,domain,1,0,103,1,unspecified,llama3,3.0,9.70873786407767,True
ollama-llama31-8b,Pakistan,Cousin,female,trait,0,0,103,1,unspecified,llama3,3.0,0.0,True
ollama-llama32-1b,Pakistan,Cousin,female,role,1,0,13,1,unspecified,llama3,1.0,76.92307692307692,True
ollama-llama32-1b,Pakistan,Cousin,female,domain,0,0,13,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-1b,Pakistan,Cousin,female,trait,0,0,13,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-3b,Pakistan,Cousin,female,role,18,8,103,1,unspecified,llama3,2.0,252.4271844660194,True
ollama-llama32-3b,Pakistan,Cousin,female,domain,1,1,103,1,unspecified,llama3,2.0,19.41747572815534,True
ollama-llama32-3b,Pakistan,Cousin,female,trait,0,0,103,1,unspecified,llama3,2.0,0.0,True
ollama-llama3-70b,Pakistan,Cousin,female,role,14,7,100,1,unspecified,llama3,4.0,210.0,True
ollama-llama3-70b,Pakistan,Cousin,female,domain,0,0,100,1,unspecified,llama3,4.0,0.0,True
ollama-llama3-70b,Pakistan,Cousin,female,trait,0,0,100,1,unspecified,llama3,4.0,0.0,True
ollama-mistral-nemo,Pakistan,Cousin,female,role,14,4,110,1,unspecified,mistral,2.0,163.63636363636363,True
ollama-mistral-nemo,Pakistan,Cousin,female,domain,1,0,110,1,unspecified,mistral,2.0,9.090909090909092,True
ollama-mistral-nemo,Pakistan,Cousin,female,trait,0,0,110,1,unspecified,mistral,2.0,0.0,True
ollama-mistral-7b,Pakistan,Cousin,female,role,15,2,88,1,unspecified,mistral,1.0,193.1818181818182,True
ollama-mistral-7b,Pakistan,Cousin,female,domain,2,0,88,1,unspecified,mistral,1.0,22.727272727272727,True
ollama-mistral-7b,Pakistan,Cousin,female,trait,0,0,88,1,unspecified,mistral,1.0,0.0,True
ollama-qwen25-7b,Pakistan,Cousin,female,role,12,8,79,1,unspecified,qwen25,2.0,253.16455696202533,True
ollama-qwen25-7b,Pakistan,Cousin,female,domain,4,0,79,1,unspecified,qwen25,2.0,50.63291139240506,True
ollama-qwen25-7b,Pakistan,Cousin,female,trait,0,0,79,1,unspecified,qwen25,2.0,0.0,True
ollama-qwen25-3b,Pakistan,Cousin,female,role,16,8,86,1,unspecified,qwen25,1.0,279.06976744186045,True
ollama-qwen25-3b,Pakistan,Cousin,female,domain,2,0,86,1,unspecified,qwen25,1.0,23.25581395348837,True
ollama-qwen25-3b,Pakistan,Cousin,female,trait,0,0,86,1,unspecified,qwen25,1.0,0.0,True
ollama-gemma2-2b,Pakistan,Cousin,female,role,3,16,100,1,unspecified,gemma,1.0,190.0,True
ollama-gemma2-2b,Pakistan,Cousin,female,domain,0,1,100,1,unspecified,gemma,1.0,10.0,True
ollama-gemma2-2b,Pakistan,Cousin,female,trait,0,0,100,1,unspecified,gemma,1.0,0.0,True
ollama-gemma3-12b,Pakistan,Cousin,female,role,4,13,116,1,unspecified,gemma,2.0,146.55172413793105,True
ollama-gemma3-12b,Pakistan,Cousin,female,domain,1,0,116,1,unspecified,gemma,2.0,8.620689655172415,True
ollama-gemma3-12b,Pakistan,Cousin,female,trait,0,0,116,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-27b,Pakistan,Cousin,female,role,10,5,99,1,unspecified,gemma,3.0,151.5151515151515,True
ollama-gemma3-27b,Pakistan,Cousin,female,domain,0,0,99,1,unspecified,gemma,3.0,0.0,True
ollama-gemma3-27b,Pakistan,Cousin,female,trait,1,0,99,1,unspecified,gemma,3.0,10.1010101010101,True
ollama-gptoss-20b,Pakistan,Cousin,female,role,4,1,73,1,unspecified,gptoss,1.0,68.4931506849315,True
ollama-gptoss-20b,Pakistan,Cousin,female,domain,2,0,73,1,unspecified,gptoss,1.0,27.397260273972602,True
ollama-gptoss-20b,Pakistan,Cousin,female,trait,1,0,73,1,unspecified,gptoss,1.0,13.698630136986301,True
ollama-llama31-8b,Pakistan,Cousin,male,role,7,8,70,1,unspecified,llama3,3.0,214.28571428571428,True
ollama-llama31-8b,Pakistan,Cousin,male,domain,1,1,70,1,unspecified,llama3,3.0,28.571428571428573,True
ollama-llama31-8b,Pakistan,Cousin,male,trait,0,0,70,1,unspecified,llama3,3.0,0.0,True
ollama-llama32-1b,Pakistan,Cousin,male,role,2,2,14,1,unspecified,llama3,1.0,285.7142857142857,True
ollama-llama32-1b,Pakistan,Cousin,male,domain,0,0,14,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-1b,Pakistan,Cousin,male,trait,0,0,14,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-3b,Pakistan,Cousin,male,role,15,5,99,1,unspecified,llama3,2.0,202.02020202020202,True
ollama-llama32-3b,Pakistan,Cousin,male,domain,1,0,99,1,unspecified,llama3,2.0,10.1010101010101,True
ollama-llama32-3b,Pakistan,Cousin,male,trait,0,0,99,1,unspecified,llama3,2.0,0.0,True
ollama-llama3-70b,Pakistan,Cousin,male,role,21,6,108,1,unspecified,llama3,4.0,250.0,True
ollama-llama3-70b,Pakistan,Cousin,male,domain,1,0,108,1,unspecified,llama3,4.0,9.25925925925926,True
ollama-llama3-70b,Pakistan,Cousin,male,trait,1,0,108,1,unspecified,llama3,4.0,9.25925925925926,True
ollama-mistral-nemo,Pakistan,Cousin,male,role,9,7,95,1,unspecified,mistral,2.0,168.42105263157896,True
ollama-mistral-nemo,Pakistan,Cousin,male,domain,1,0,95,1,unspecified,mistral,2.0,10.526315789473685,True
ollama-mistral-nemo,Pakistan,Cousin,male,trait,0,0,95,1,unspecified,mistral,2.0,0.0,True
ollama-mistral-7b,Pakistan,Cousin,male,role,12,6,94,1,unspecified,mistral,1.0,191.48936170212767,True
ollama-mistral-7b,Pakistan,Cousin,male,domain,1,0,94,1,unspecified,mistral,1.0,10.638297872340425,True
ollama-mistral-7b,Pakistan,Cousin,male,trait,0,0,94,1,unspecified,mistral,1.0,0.0,True
ollama-qwen25-7b,Pakistan,Cousin,male,role,11,7,86,1,unspecified,qwen25,2.0,209.30232558139534,True
ollama-qwen25-7b,Pakistan,Cousin,male,domain,2,0,86,1,unspecified,qwen25,2.0,23.25581395348837,True
ollama-qwen25-7b,Pakistan,Cousin,male,trait,0,0,86,1,unspecified,qwen25,2.0,0.0,True
ollama-qwen25-3b,Pakistan,Cousin,male,role,13,11,106,1,unspecified,qwen25,1.0,226.41509433962264,True
ollama-qwen25-3b,Pakistan,Cousin,male,domain,2,2,106,1,unspecified,qwen25,1.0,37.735849056603776,True
ollama-qwen25-3b,Pakistan,Cousin,male,trait,0,0,106,1,unspecified,qwen25,1.0,0.0,True
ollama-gemma2-2b,Pakistan,Cousin,male,role,15,3,113,1,unspecified,gemma,1.0,159.2920353982301,True
ollama-gemma2-2b,Pakistan,Cousin,male,domain,1,0,113,1,unspecified,gemma,1.0,8.849557522123893,True
ollama-gemma2-2b,Pakistan,Cousin,male,trait,0,0,113,1,unspecified,gemma,1.0,0.0,True
ollama-gemma3-12b,Pakistan,Cousin,male,role,11,7,102,1,unspecified,gemma,2.0,176.47058823529412,True
ollama-gemma3-12b,Pakistan,Cousin,male,domain,0,0,102,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-12b,Pakistan,Cousin,male,trait,1,0,102,1,unspecified,gemma,2.0,9.803921568627452,True
ollama-gemma3-27b,Pakistan,Cousin,male,role,6,7,91,1,unspecified,gemma,3.0,142.85714285714286,True
ollama-gemma3-27b,Pakistan,Cousin,male,domain,0,0,91,1,unspecified,gemma,3.0,0.0,True
ollama-gemma3-27b,Pakistan,Cousin,male,trait,1,0,91,1,unspecified,gemma,3.0,10.989010989010989,True
ollama-llama31-8b,Japan,Cousin,female,role,15,11,99,1,unspecified,llama3,3.0,262.62626262626264,True
ollama-llama31-8b,Japan,Cousin,female,domain,4,0,99,1,unspecified,llama3,3.0,40.4040404040404,True
ollama-llama31-8b,Japan,Cousin,female,trait,1,0,99,1,unspecified,llama3,3.0,10.1010101010101,True
ollama-llama32-1b,Japan,Cousin,female,role,21,7,93,1,unspecified,llama3,1.0,301.0752688172043,True
ollama-llama32-1b,Japan,Cousin,female,domain,1,0,93,1,unspecified,llama3,1.0,10.75268817204301,True
ollama-llama32-1b,Japan,Cousin,female,trait,0,0,93,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-3b,Japan,Cousin,female,role,17,4,93,1,unspecified,llama3,2.0,225.80645161290323,True
ollama-llama32-3b,Japan,Cousin,female,domain,0,0,93,1,unspecified,llama3,2.0,0.0,True
ollama-llama32-3b,Japan,Cousin,female,trait,0,0,93,1,unspecified,llama3,2.0,0.0,True
ollama-llama3-70b,Japan,Cousin,female,role,21,8,98,1,unspecified,llama3,4.0,295.9183673469388,True
ollama-llama3-70b,Japan,Cousin,female,domain,1,0,98,1,unspecified,llama3,4.0,10.204081632653061,True
ollama-llama3-70b,Japan,Cousin,female,trait,1,0,98,1,unspecified,llama3,4.0,10.204081632653061,True
ollama-mistral-nemo,Japan,Cousin,female,role,5,12,130,1,unspecified,mistral,2.0,130.76923076923077,True
ollama-mistral-nemo,Japan,Cousin,female,domain,0,2,130,1,unspecified,mistral,2.0,15.384615384615385,True
ollama-mistral-nemo,Japan,Cousin,female,trait,0,0,130,1,unspecified,mistral,2.0,0.0,True
ollama-mistral-7b,Japan,Cousin,female,role,14,11,94,1,unspecified,mistral,1.0,265.9574468085106,True
ollama-mistral-7b,Japan,Cousin,female,domain,0,0,94,1,unspecified,mistral,1.0,0.0,True
ollama-mistral-7b,Japan,Cousin,female,trait,0,0,94,1,unspecified,mistral,1.0,0.0,True
ollama-qwen25-7b,Japan,Cousin,female,role,13,6,104,1,unspecified,qwen25,2.0,182.69230769230768,True
ollama-qwen25-7b,Japan,Cousin,female,domain,0,0,104,1,unspecified,qwen25,2.0,0.0,True
ollama-qwen25-7b,Japan,Cousin,female,trait,0,0,104,1,unspecified,qwen25,2.0,0.0,True
ollama-qwen25-3b,Japan,Cousin,female,role,18,9,65,1,unspecified,qwen25,1.0,415.38461538461536,True
ollama-qwen25-3b,Japan,Cousin,female,domain,1,0,65,1,unspecified,qwen25,1.0,15.384615384615385,True
ollama-qwen25-3b,Japan,Cousin,female,trait,0,0,65,1,unspecified,qwen25,1.0,0.0,True
ollama-gemma2-2b,Japan,Cousin,female,role,7,6,122,1,unspecified,gemma,1.0,106.55737704918033,True
ollama-gemma2-2b,Japan,Cousin,female,domain,2,0,122,1,unspecified,gemma,1.0,16.39344262295082,True
ollama-gemma2-2b,Japan,Cousin,female,trait,0,0,122,1,unspecified,gemma,1.0,0.0,True
ollama-gemma3-12b,Japan,Cousin,female,role,10,4,111,1,unspecified,gemma,2.0,126.12612612612612,True
ollama-gemma3-12b,Japan,Cousin,female,domain,0,0,111,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-12b,Japan,Cousin,female,trait,0,0,111,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-27b,Japan,Cousin,female,role,11,10,98,1,unspecified,gemma,3.0,214.28571428571428,True
ollama-gemma3-27b,Japan,Cousin,female,domain,0,0,98,1,unspecified,gemma,3.0,0.0,True
ollama-gemma3-27b,Japan,Cousin,female,trait,2,0,98,1,unspecified,gemma,3.0,20.408163265306122,True
ollama-gptoss-20b,Japan,Cousin,female,role,9,4,86,1,unspecified,gptoss,1.0,151.1627906976744,True
ollama-gptoss-20b,Japan,Cousin,female,domain,2,0,86,1,unspecified,gptoss,1.0,23.25581395348837,True
ollama-gptoss-20b,Japan,Cousin,female,trait,1,0,86,1,unspecified,gptoss,1.0,11.627906976744185,True
ollama-llama31-8b,Japan,Cousin,male,role,16,9,89,1,unspecified,llama3,3.0,280.8988764044944,True
ollama-llama31-8b,Japan,Cousin,male,domain,0,0,89,1,unspecified,llama3,3.0,0.0,True
ollama-llama31-8b,Japan,Cousin,male,trait,0,2,89,1,unspecified,llama3,3.0,22.471910112359552,True
ollama-llama32-1b,Japan,Cousin,male,role,12,8,111,1,unspecified,llama3,1.0,180.18018018018017,True
ollama-llama32-1b,Japan,Cousin,male,domain,0,2,111,1,unspecified,llama3,1.0,18.01801801801802,True
ollama-llama32-1b,Japan,Cousin,male,trait,1,0,111,1,unspecified,llama3,1.0,9.00900900900901,True
ollama-llama32-3b,Japan,Cousin,male,role,14,15,89,1,unspecified,llama3,2.0,325.8426966292135,True
ollama-llama32-3b,Japan,Cousin,male,domain,0,0,89,1,unspecified,llama3,2.0,0.0,True
ollama-llama32-3b,Japan,Cousin,male,trait,1,1,89,1,unspecified,llama3,2.0,22.471910112359552,True
ollama-llama3-70b,Japan,Cousin,male,role,10,5,97,1,unspecified,llama3,4.0,154.63917525773195,True
ollama-llama3-70b,Japan,Cousin,male,domain,0,0,97,1,unspecified,llama3,4.0,0.0,True
ollama-llama3-70b,Japan,Cousin,male,trait,1,0,97,1,unspecified,llama3,4.0,10.309278350515465,True
ollama-mistral-nemo,Japan,Cousin,male,role,4,9,88,1,unspecified,mistral,2.0,147.72727272727272,True
ollama-mistral-nemo,Japan,Cousin,male,domain,1,0,88,1,unspecified,mistral,2.0,11.363636363636363,True
ollama-mistral-nemo,Japan,Cousin,male,trait,0,0,88,1,unspecified,mistral,2.0,0.0,True
ollama-mistral-7b,Japan,Cousin,male,role,11,11,113,1,unspecified,mistral,1.0,194.69026548672565,True
ollama-mistral-7b,Japan,Cousin,male,domain,0,0,113,1,unspecified,mistral,1.0,0.0,True
ollama-mistral-7b,Japan,Cousin,male,trait,0,0,113,1,unspecified,mistral,1.0,0.0,True
ollama-qwen25-7b,Japan,Cousin,male,role,15,11,89,1,unspecified,qwen25,2.0,292.13483146067415,True
ollama-qwen25-7b,Japan,Cousin,male,domain,4,0,89,1,unspecified,qwen25,2.0,44.943820224719104,True
ollama-qwen25-7b,Japan,Cousin,male,trait,0,0,89,1,unspecified,qwen25,2.0,0.0,True
ollama-qwen25-3b,Japan,Cousin,male,role,15,6,91,1,unspecified,qwen25,1.0,230.76923076923077,True
ollama-qwen25-3b,Japan,Cousin,male,domain,2,0,91,1,unspecified,qwen25,1.0,21.978021978021978,True
ollama-qwen25-3b,Japan,Cousin,male,trait,0,0,91,1,unspecified,qwen25,1.0,0.0,True
ollama-gemma2-2b,Japan,Cousin,male,role,12,11,113,1,unspecified,gemma,1.0,203.53982300884957,True
ollama-gemma2-2b,Japan,Cousin,male,domain,0,0,113,1,unspecified,gemma,1.0,0.0,True
ollama-gemma2-2b,Japan,Cousin,male,trait,0,0,113,1,unspecified,gemma,1.0,0.0,True
ollama-gemma3-12b,Japan,Cousin,male,role,9,8,91,1,unspecified,gemma,2.0,186.8131868131868,True
ollama-gemma3-12b,Japan,Cousin,male,domain,2,0,91,1,unspecified,gemma,2.0,21.978021978021978,True
ollama-gemma3-12b,Japan,Cousin,male,trait,0,0,91,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-27b,Japan,Cousin,male,role,5,19,104,1,unspecified,gemma,3.0,230.76923076923077,True
ollama-gemma3-27b,Japan,Cousin,male,domain,1,3,104,1,unspecified,gemma,3.0,38.46153846153846,True
ollama-gemma3-27b,Japan,Cousin,male,trait,1,0,104,1,unspecified,gemma,3.0,9.615384615384615,True
ollama-llama31-8b,China,Cousin,female,role,9,4,83,1,unspecified,llama3,3.0,156.6265060240964,True
ollama-llama31-8b,China,Cousin,female,domain,2,1,83,1,unspecified,llama3,3.0,36.144578313253014,True
ollama-llama31-8b,China,Cousin,female,trait,1,0,83,1,unspecified,llama3,3.0,12.048192771084338,True
ollama-llama32-1b,China,Cousin,female,role,1,0,13,1,unspecified,llama3,1.0,76.92307692307692,True
ollama-llama32-1b,China,Cousin,female,domain,0,0,13,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-1b,China,Cousin,female,trait,0,0,13,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-3b,China,Cousin,female,role,7,5,89,1,unspecified,llama3,2.0,134.8314606741573,True
ollama-llama32-3b,China,Cousin,female,domain,0,0,89,1,unspecified,llama3,2.0,0.0,True
ollama-llama32-3b,China,Cousin,female,trait,0,0,89,1,unspecified,llama3,2.0,0.0,True
ollama-llama3-70b,China,Cousin,female,role,20,7,103,1,unspecified,llama3,4.0,262.13592233009706,True
ollama-llama3-70b,China,Cousin,female,domain,2,0,103,1,unspecified,llama3,4.0,19.41747572815534,True
ollama-llama3-70b,China,Cousin,female,trait,0,0,103,1,unspecified,llama3,4.0,0.0,True
ollama-mistral-nemo,China,Cousin,female,role,17,11,153,1,unspecified,mistral,2.0,183.00653594771242,True
ollama-mistral-nemo,China,Cousin,female,domain,2,0,153,1,unspecified,mistral,2.0,13.071895424836601,True
ollama-mistral-nemo,China,Cousin,female,trait,1,0,153,1,unspecified,mistral,2.0,6.5359477124183005,True
ollama-mistral-7b,China,Cousin,female,role,5,7,107,1,unspecified,mistral,1.0,112.14953271028037,True
ollama-mistral-7b,China,Cousin,female,domain,1,0,107,1,unspecified,mistral,1.0,9.345794392523365,True
ollama-mistral-7b,China,Cousin,female,trait,1,0,107,1,unspecified,mistral,1.0,9.345794392523365,True
ollama-qwen25-7b,China,Cousin,female,role,23,6,96,1,unspecified,qwen25,2.0,302.0833333333333,True
ollama-qwen25-7b,China,Cousin,female,domain,3,0,96,1,unspecified,qwen25,2.0,31.25,True
ollama-qwen25-7b,China,Cousin,female,trait,0,0,96,1,unspecified,qwen25,2.0,0.0,True
ollama-qwen25-3b,China,Cousin,female,role,13,4,81,1,unspecified,qwen25,1.0,209.87654320987653,True
ollama-qwen25-3b,China,Cousin,female,domain,2,0,81,1,unspecified,qwen25,1.0,24.691358024691358,True
ollama-qwen25-3b,China,Cousin,female,trait,0,0,81,1,unspecified,qwen25,1.0,0.0,True
ollama-gemma2-2b,China,Cousin,female,role,9,2,117,1,unspecified,gemma,1.0,94.01709401709402,True
ollama-gemma2-2b,China,Cousin,female,domain,4,0,117,1,unspecified,gemma,1.0,34.18803418803419,True
ollama-gemma2-2b,China,Cousin,female,trait,1,0,117,1,unspecified,gemma,1.0,8.547008547008547,True
ollama-gemma3-12b,China,Cousin,female,role,6,9,110,1,unspecified,gemma,2.0,136.36363636363637,True
ollama-gemma3-12b,China,Cousin,female,domain,0,0,110,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-12b,China,Cousin,female,trait,1,0,110,1,unspecified,gemma,2.0,9.090909090909092,True
ollama-gemma3-27b,China,Cousin,female,role,6,13,107,1,unspecified,gemma,3.0,177.57009345794393,True
ollama-gemma3-27b,China,Cousin,female,domain,2,0,107,1,unspecified,gemma,3.0,18.69158878504673,True
ollama-gemma3-27b,China,Cousin,female,trait,2,4,107,1,unspecified,gemma,3.0,56.074766355140184,True
ollama-gptoss-20b,China,Cousin,female,role,10,4,83,1,unspecified,gptoss,1.0,168.67469879518072,True
ollama-gptoss-20b,China,Cousin,female,domain,1,0,83,1,unspecified,gptoss,1.0,12.048192771084338,True
ollama-gptoss-20b,China,Cousin,female,trait,0,0,83,1,unspecified,gptoss,1.0,0.0,True
ollama-llama31-8b,China,Cousin,male,role,13,6,87,1,unspecified,llama3,3.0,218.39080459770116,True
ollama-llama31-8b,China,Cousin,male,domain,0,0,87,1,unspecified,llama3,3.0,0.0,True
ollama-llama31-8b,China,Cousin,male,trait,1,0,87,1,unspecified,llama3,3.0,11.494252873563218,True
ollama-llama32-1b,China,Cousin,male,role,1,3,9,1,unspecified,llama3,1.0,444.44444444444446,True
ollama-llama32-1b,China,Cousin,male,domain,0,0,9,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-1b,China,Cousin,male,trait,0,0,9,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-3b,China,Cousin,male,role,17,6,95,1,unspecified,llama3,2.0,242.10526315789474,True
ollama-llama32-3b,China,Cousin,male,domain,3,0,95,1,unspecified,llama3,2.0,31.57894736842105,True
ollama-llama32-3b,China,Cousin,male,trait,0,0,95,1,unspecified,llama3,2.0,0.0,True
ollama-llama3-70b,China,Cousin,male,role,24,10,114,1,unspecified,llama3,4.0,298.2456140350877,True
ollama-llama3-70b,China,Cousin,male,domain,2,0,114,1,unspecified,llama3,4.0,17.54385964912281,True
ollama-llama3-70b,China,Cousin,male,trait,0,0,114,1,unspecified,llama3,4.0,0.0,True
ollama-mistral-nemo,China,Cousin,male,role,8,8,113,1,unspecified,mistral,2.0,141.5929203539823,True
ollama-mistral-nemo,China,Cousin,male,domain,1,2,113,1,unspecified,mistral,2.0,26.548672566371682,True
ollama-mistral-nemo,China,Cousin,male,trait,0,0,113,1,unspecified,mistral,2.0,0.0,True
ollama-mistral-7b,China,Cousin,male,role,6,11,104,1,unspecified,mistral,1.0,163.46153846153845,True
ollama-mistral-7b,China,Cousin,male,domain,1,0,104,1,unspecified,mistral,1.0,9.615384615384615,True
ollama-mistral-7b,China,Cousin,male,trait,0,0,104,1,unspecified,mistral,1.0,0.0,True
ollama-qwen25-7b,China,Cousin,male,role,14,6,71,1,unspecified,qwen25,2.0,281.6901408450704,True
ollama-qwen25-7b,China,Cousin,male,domain,0,1,71,1,unspecified,qwen25,2.0,14.084507042253522,True
ollama-qwen25-7b,China,Cousin,male,trait,0,0,71,1,unspecified,qwen25,2.0,0.0,True
ollama-qwen25-3b,China,Cousin,male,role,10,1,62,1,unspecified,qwen25,1.0,177.41935483870967,True
ollama-qwen25-3b,China,Cousin,male,domain,1,0,62,1,unspecified,qwen25,1.0,16.129032258064516,True
ollama-qwen25-3b,China,Cousin,male,trait,0,0,62,1,unspecified,qwen25,1.0,0.0,True
ollama-gemma2-2b,China,Cousin,male,role,15,13,111,1,unspecified,gemma,1.0,252.25225225225225,True
ollama-gemma2-2b,China,Cousin,male,domain,0,0,111,1,unspecified,gemma,1.0,0.0,True
ollama-gemma2-2b,China,Cousin,male,trait,0,1,111,1,unspecified,gemma,1.0,9.00900900900901,True
ollama-gemma3-12b,China,Cousin,male,role,11,9,108,1,unspecified,gemma,2.0,185.1851851851852,True
ollama-gemma3-12b,China,Cousin,male,domain,0,0,108,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-12b,China,Cousin,male,trait,0,0,108,1,unspecified,gemma,2.0,0.0,True
ollama-gemma3-27b,China,Cousin,male,role,16,10,95,1,unspecified,gemma,3.0,273.6842105263158,True
ollama-gemma3-27b,China,Cousin,male,domain,0,0,95,1,unspecified,gemma,3.0,0.0,True
ollama-gemma3-27b,China,Cousin,male,trait,0,1,95,1,unspecified,gemma,3.0,10.526315789473685,True
ollama-gptoss-20b,China,Cousin,male,role,9,3,113,1,unspecified,gptoss,1.0,106.19469026548673,True
ollama-gptoss-20b,China,Cousin,male,domain,2,0,113,1,unspecified,gptoss,1.0,17.699115044247787,True
ollama-gptoss-20b,China,Cousin,male,trait,0,0,113,1,unspecified,gptoss,1.0,0.0,True
ollama-llama31-8b,South Korea,Cousin,female,role,16,6,101,1,unspecified,llama3,3.0,217.82178217821783,True
ollama-llama31-8b,South Korea,Cousin,female,domain,2,0,101,1,unspecified,llama3,3.0,19.801980198019802,True
ollama-llama31-8b,South Korea,Cousin,female,trait,1,1,101,1,unspecified,llama3,3.0,19.801980198019802,True
ollama-llama32-1b,South Korea,Cousin,female,role,1,0,9,1,unspecified,llama3,1.0,111.11111111111111,True
ollama-llama32-1b,South Korea,Cousin,female,domain,0,0,9,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-1b,South Korea,Cousin,female,trait,0,0,9,1,unspecified,llama3,1.0,0.0,True
ollama-llama32-3b,South Korea,Cousin,female,role,13,4,87,1,unspecified,llama3,2.0,195.4022988505747,True
ollama-llama32-3b,South Korea,Cousin,female,domain,0,0,87,1,unspecified,llama3,2.0,0.0,True
ollama-llama32-3b,South Korea,Cousin,female,trait,0,0,87,1,unspecified,llama3,2.0,0.0,True
ollama-llama3-70b,South Korea,Cousin,female,role,18,9,103,1,unspecified,llama3,4.0,262.13592233009706,True
ollama-llama3-70b,South Korea,Cousin,female,domain,1,0,103,1,unspecified,llama3,4.0,9.70873786407767,True
ollama-llama3-70b,South Korea,Cousin,female,trait,0,0,103,1,unspecified,llama3,4.0,0.0,True
ollama-mistral-nemo,South Korea,Cousin,female,role,8,10,110,1,unspecified,mistral,2.0,163.63636363636363,True
ollama-mistral-nemo,South Korea,Cousin,female,domain,2,0,110,1,unspecified,mistral,2.0,18.181818181818183,True
ollama-mistral-nemo,South Korea,Cousin,female,trait,0,0,110,1,unspecified,mistral,2.0,0.0,True
ollama-mistral-7b,South Korea,Cousin,female,role,15,3,106,1,unspecified,mistral,1.0,169.81132075471697,True
ollama-mistral-7b,South Korea,Cousin,female,domain,1,0,106,1,unspecified,mistral,1.0,9.433962264150944,True
ollama-mistral-7b,South Korea,Cousin,female,trait,0,1,106,1,unspecified,mistral,1.0,9.433962264150944,True
ollama-qwen25-7b,South Korea,Cousin,female,role,12,8,95,1,unspecified,qwen25,2.0,210.52631578947367,True
ollama-qwen25-7b,South Korea,Cousin,female,domain,2,1,95,1,unspecified,qwen25,2.0,31.57894736842105,True
ollama-qwen25-7b,South Korea,Cousin,female,trait,1,0,95,1,unspecified,qwen25,2.0,10.526315789473685,True
