id,axis,Y_F,Y_M,T,country,narrator_role,narrator_gender,recipient_gender_condition,recipient_gender_label,model_key,model_family_version_group,H_exposure
openai-gpt4o_Cousin_Vietnam_male,role,9,8,95,Vietnam,Cousin,unspecified,male,son,openai-gpt4o,gpt,17
openai-gpt4o_Cousin_Vietnam_male,domain,2,0,95,Vietnam,Cousin,unspecified,male,son,openai-gpt4o,gpt,2
openai-gpt4o_Cousin_Vietnam_male,trait,0,0,95,Vietnam,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Vietnam_male,role,14,7,95,Vietnam,Cousin,unspecified,male,son,openai-gpt41,gpt,21
openai-gpt41_Cousin_Vietnam_male,domain,1,0,95,Vietnam,Cousin,unspecified,male,son,openai-gpt41,gpt,1
openai-gpt41_Cousin_Vietnam_male,trait,0,0,95,Vietnam,Cousin,unspecified,male,son,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Philippines_female,role,15,4,108,Philippines,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,19
openai-gpt4o_Cousin_Philippines_female,domain,1,0,108,Philippines,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,1
openai-gpt4o_Cousin_Philippines_female,trait,0,0,108,Philippines,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Philippines_female,role,15,7,95,Philippines,Cousin,unspecified,female,daughter,openai-gpt41,gpt,22
openai-gpt41_Cousin_Philippines_female,domain,1,0,95,Philippines,Cousin,unspecified,female,daughter,openai-gpt41,gpt,1
openai-gpt41_Cousin_Philippines_female,trait,0,0,95,Philippines,Cousin,unspecified,female,daughter,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Philippines_male,role,15,8,97,Philippines,Cousin,unspecified,male,son,openai-gpt4o,gpt,23
openai-gpt4o_Cousin_Philippines_male,domain,4,0,97,Philippines,Cousin,unspecified,male,son,openai-gpt4o,gpt,4
openai-gpt4o_Cousin_Philippines_male,trait,0,1,97,Philippines,Cousin,unspecified,male,son,openai-gpt4o,gpt,1
openai-gpt41_Cousin_Philippines_male,role,8,6,99,Philippines,Cousin,unspecified,male,son,openai-gpt41,gpt,14
openai-gpt41_Cousin_Philippines_male,domain,1,0,99,Philippines,Cousin,unspecified,male,son,openai-gpt41,gpt,1
openai-gpt41_Cousin_Philippines_male,trait,1,0,99,Philippines,Cousin,unspecified,male,son,openai-gpt41,gpt,1
openai-gpt4o_Cousin_Russia_female,role,10,5,116,Russia,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,15
openai-gpt4o_Cousin_Russia_female,domain,1,0,116,Russia,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,1
openai-gpt4o_Cousin_Russia_female,trait,0,0,116,Russia,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Russia_female,role,12,5,105,Russia,Cousin,unspecified,female,daughter,openai-gpt41,gpt,17
openai-gpt41_Cousin_Russia_female,domain,2,0,105,Russia,Cousin,unspecified,female,daughter,openai-gpt41,gpt,2
openai-gpt41_Cousin_Russia_female,trait,1,0,105,Russia,Cousin,unspecified,female,daughter,openai-gpt41,gpt,1
openai-gpt4o_Cousin_Russia_male,role,10,7,109,Russia,Cousin,unspecified,male,son,openai-gpt4o,gpt,17
openai-gpt4o_Cousin_Russia_male,domain,2,0,109,Russia,Cousin,unspecified,male,son,openai-gpt4o,gpt,2
openai-gpt4o_Cousin_Russia_male,trait,0,0,109,Russia,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Russia_male,role,12,8,97,Russia,Cousin,unspecified,male,son,openai-gpt41,gpt,20
openai-gpt41_Cousin_Russia_male,domain,0,0,97,Russia,Cousin,unspecified,male,son,openai-gpt41,gpt,0
openai-gpt41_Cousin_Russia_male,trait,0,0,97,Russia,Cousin,unspecified,male,son,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Germany_female,role,13,3,116,Germany,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,16
openai-gpt4o_Cousin_Germany_female,domain,3,0,116,Germany,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,3
openai-gpt4o_Cousin_Germany_female,trait,0,0,116,Germany,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Germany_female,role,11,5,104,Germany,Cousin,unspecified,female,daughter,openai-gpt41,gpt,16
openai-gpt41_Cousin_Germany_female,domain,3,0,104,Germany,Cousin,unspecified,female,daughter,openai-gpt41,gpt,3
openai-gpt41_Cousin_Germany_female,trait,1,1,104,Germany,Cousin,unspecified,female,daughter,openai-gpt41,gpt,2
openai-gpt4o_Cousin_Germany_male,role,8,7,112,Germany,Cousin,unspecified,male,son,openai-gpt4o,gpt,15
openai-gpt4o_Cousin_Germany_male,domain,2,0,112,Germany,Cousin,unspecified,male,son,openai-gpt4o,gpt,2
openai-gpt4o_Cousin_Germany_male,trait,0,0,112,Germany,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Germany_male,role,9,4,92,Germany,Cousin,unspecified,male,son,openai-gpt41,gpt,13
openai-gpt41_Cousin_Germany_male,domain,0,0,92,Germany,Cousin,unspecified,male,son,openai-gpt41,gpt,0
openai-gpt41_Cousin_Germany_male,trait,0,0,92,Germany,Cousin,unspecified,male,son,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Greece_female,role,9,8,91,Greece,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,17
openai-gpt4o_Cousin_Greece_female,domain,0,0,91,Greece,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt4o_Cousin_Greece_female,trait,0,0,91,Greece,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Greece_female,role,9,8,96,Greece,Cousin,unspecified,female,daughter,openai-gpt41,gpt,17
openai-gpt41_Cousin_Greece_female,domain,2,0,96,Greece,Cousin,unspecified,female,daughter,openai-gpt41,gpt,2
openai-gpt41_Cousin_Greece_female,trait,1,0,96,Greece,Cousin,unspecified,female,daughter,openai-gpt41,gpt,1
openai-gpt4o_Cousin_Greece_male,role,8,2,107,Greece,Cousin,unspecified,male,son,openai-gpt4o,gpt,10
openai-gpt4o_Cousin_Greece_male,domain,3,0,107,Greece,Cousin,unspecified,male,son,openai-gpt4o,gpt,3
openai-gpt4o_Cousin_Greece_male,trait,0,0,107,Greece,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Greece_male,role,11,11,97,Greece,Cousin,unspecified,male,son,openai-gpt41,gpt,22
openai-gpt41_Cousin_Greece_male,domain,1,0,97,Greece,Cousin,unspecified,male,son,openai-gpt41,gpt,1
openai-gpt41_Cousin_Greece_male,trait,0,0,97,Greece,Cousin,unspecified,male,son,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Italy_female,role,15,8,111,Italy,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,23
openai-gpt4o_Cousin_Italy_female,domain,1,0,111,Italy,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,1
openai-gpt4o_Cousin_Italy_female,trait,0,0,111,Italy,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Italy_female,role,15,3,90,Italy,Cousin,unspecified,female,daughter,openai-gpt41,gpt,18
openai-gpt41_Cousin_Italy_female,domain,2,0,90,Italy,Cousin,unspecified,female,daughter,openai-gpt41,gpt,2
openai-gpt41_Cousin_Italy_female,trait,0,0,90,Italy,Cousin,unspecified,female,daughter,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Italy_male,role,2,7,114,Italy,Cousin,unspecified,male,son,openai-gpt4o,gpt,9
openai-gpt4o_Cousin_Italy_male,domain,1,0,114,Italy,Cousin,unspecified,male,son,openai-gpt4o,gpt,1
openai-gpt4o_Cousin_Italy_male,trait,0,0,114,Italy,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Italy_male,role,10,12,95,Italy,Cousin,unspecified,male,son,openai-gpt41,gpt,22
openai-gpt41_Cousin_Italy_male,domain,1,0,95,Italy,Cousin,unspecified,male,son,openai-gpt41,gpt,1
openai-gpt41_Cousin_Italy_male,trait,2,0,95,Italy,Cousin,unspecified,male,son,openai-gpt41,gpt,2
openai-gpt4o_Cousin_France_female,role,15,9,104,France,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,24
openai-gpt4o_Cousin_France_female,domain,1,0,104,France,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,1
openai-gpt4o_Cousin_France_female,trait,0,0,104,France,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_France_female,role,6,11,89,France,Cousin,unspecified,female,daughter,openai-gpt41,gpt,17
openai-gpt41_Cousin_France_female,domain,1,0,89,France,Cousin,unspecified,female,daughter,openai-gpt41,gpt,1
openai-gpt41_Cousin_France_female,trait,1,0,89,France,Cousin,unspecified,female,daughter,openai-gpt41,gpt,1
openai-gpt4o_Cousin_France_male,role,10,7,109,France,Cousin,unspecified,male,son,openai-gpt4o,gpt,17
openai-gpt4o_Cousin_France_male,domain,2,0,109,France,Cousin,unspecified,male,son,openai-gpt4o,gpt,2
openai-gpt4o_Cousin_France_male,trait,0,0,109,France,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_France_male,role,13,10,97,France,Cousin,unspecified,male,son,openai-gpt41,gpt,23
openai-gpt41_Cousin_France_male,domain,3,0,97,France,Cousin,unspecified,male,son,openai-gpt41,gpt,3
openai-gpt41_Cousin_France_male,trait,1,0,97,France,Cousin,unspecified,male,son,openai-gpt41,gpt,1
openai-gpt4o_Cousin_Spain_female,role,4,2,105,Spain,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,6
openai-gpt4o_Cousin_Spain_female,domain,2,0,105,Spain,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,2
openai-gpt4o_Cousin_Spain_female,trait,0,0,105,Spain,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Spain_female,role,21,7,106,Spain,Cousin,unspecified,female,daughter,openai-gpt41,gpt,28
openai-gpt41_Cousin_Spain_female,domain,6,0,106,Spain,Cousin,unspecified,female,daughter,openai-gpt41,gpt,6
openai-gpt41_Cousin_Spain_female,trait,0,0,106,Spain,Cousin,unspecified,female,daughter,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Spain_male,role,6,5,107,Spain,Cousin,unspecified,male,son,openai-gpt4o,gpt,11
openai-gpt4o_Cousin_Spain_male,domain,4,0,107,Spain,Cousin,unspecified,male,son,openai-gpt4o,gpt,4
openai-gpt4o_Cousin_Spain_male,trait,0,0,107,Spain,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Spain_male,role,13,4,101,Spain,Cousin,unspecified,male,son,openai-gpt41,gpt,17
openai-gpt41_Cousin_Spain_male,domain,2,0,101,Spain,Cousin,unspecified,male,son,openai-gpt41,gpt,2
openai-gpt41_Cousin_Spain_male,trait,1,1,101,Spain,Cousin,unspecified,male,son,openai-gpt41,gpt,2
openai-gpt4o_Cousin_Poland_female,role,6,8,106,Poland,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,14
openai-gpt4o_Cousin_Poland_female,domain,0,0,106,Poland,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt4o_Cousin_Poland_female,trait,0,0,106,Poland,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Poland_female,role,13,4,91,Poland,Cousin,unspecified,female,daughter,openai-gpt41,gpt,17
openai-gpt41_Cousin_Poland_female,domain,3,0,91,Poland,Cousin,unspecified,female,daughter,openai-gpt41,gpt,3
openai-gpt41_Cousin_Poland_female,trait,0,1,91,Poland,Cousin,unspecified,female,daughter,openai-gpt41,gpt,1
openai-gpt4o_Cousin_Poland_male,role,7,7,95,Poland,Cousin,unspecified,male,son,openai-gpt4o,gpt,14
openai-gpt4o_Cousin_Poland_male,domain,4,0,95,Poland,Cousin,unspecified,male,son,openai-gpt4o,gpt,4
openai-gpt4o_Cousin_Poland_male,trait,0,0,95,Poland,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Poland_male,role,19,8,102,Poland,Cousin,unspecified,male,son,openai-gpt41,gpt,27
openai-gpt41_Cousin_Poland_male,domain,1,0,102,Poland,Cousin,unspecified,male,son,openai-gpt41,gpt,1
openai-gpt41_Cousin_Poland_male,trait,0,0,102,Poland,Cousin,unspecified,male,son,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Australia_female,role,15,8,94,Australia,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,23
openai-gpt4o_Cousin_Australia_female,domain,2,0,94,Australia,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,2
openai-gpt4o_Cousin_Australia_female,trait,0,0,94,Australia,Cousin,unspecified,female,daughter,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Australia_female,role,10,8,90,Australia,Cousin,unspecified,female,daughter,openai-gpt41,gpt,18
openai-gpt41_Cousin_Australia_female,domain,2,0,90,Australia,Cousin,unspecified,female,daughter,openai-gpt41,gpt,2
openai-gpt41_Cousin_Australia_female,trait,0,0,90,Australia,Cousin,unspecified,female,daughter,openai-gpt41,gpt,0
openai-gpt4o_Cousin_Australia_male,role,11,9,104,Australia,Cousin,unspecified,male,son,openai-gpt4o,gpt,20
openai-gpt4o_Cousin_Australia_male,domain,0,0,104,Australia,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt4o_Cousin_Australia_male,trait,0,0,104,Australia,Cousin,unspecified,male,son,openai-gpt4o,gpt,0
openai-gpt41_Cousin_Australia_male,role,12,9,94,Australia,Cousin,unspecified,male,son,openai-gpt41,gpt,21
openai-gpt41_Cousin_Australia_male,domain,0,0,94,Australia,Cousin,unspecified,male,son,openai-gpt41,gpt,0
openai-gpt41_Cousin_Australia_male,trait,0,0,94,Australia,Cousin,unspecified,male,son,openai-gpt41,gpt,0
anthropic-haiku45_Father_UnitedStates_female,role,13,12,110,United States,Father,male,female,daughter,anthropic-haiku45,claude,25
anthropic-haiku45_Father_UnitedStates_female,domain,8,0,110,United States,Father,male,female,daughter,anthropic-haiku45,claude,8
anthropic-haiku45_Father_UnitedStates_female,trait,0,0,110,United States,Father,male,female,daughter,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_UnitedStates_female,role,9,8,107,United States,Father,male,female,daughter,anthropic-sonnet46,claude,17
anthropic-sonnet46_Father_UnitedStates_female,domain,2,0,107,United States,Father,male,female,daughter,anthropic-sonnet46,claude,2
anthropic-sonnet46_Father_UnitedStates_female,trait,2,0,107,United States,Father,male,female,daughter,anthropic-sonnet46,claude,2
anthropic-haiku45_Father_UnitedStates_male,role,7,10,102,United States,Father,male,male,son,anthropic-haiku45,claude,17
anthropic-haiku45_Father_UnitedStates_male,domain,5,2,102,United States,Father,male,male,son,anthropic-haiku45,claude,7
anthropic-haiku45_Father_UnitedStates_male,trait,0,0,102,United States,Father,male,male,son,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_UnitedStates_male,role,7,12,105,United States,Father,male,male,son,anthropic-sonnet46,claude,19
anthropic-sonnet46_Father_UnitedStates_male,domain,1,0,105,United States,Father,male,male,son,anthropic-sonnet46,claude,1
anthropic-sonnet46_Father_UnitedStates_male,trait,0,0,105,United States,Father,male,male,son,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_Canada_female,role,15,3,105,Canada,Father,male,female,daughter,anthropic-haiku45,claude,18
anthropic-haiku45_Father_Canada_female,domain,3,0,105,Canada,Father,male,female,daughter,anthropic-haiku45,claude,3
anthropic-haiku45_Father_Canada_female,trait,0,0,105,Canada,Father,male,female,daughter,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Canada_female,role,5,5,101,Canada,Father,male,female,daughter,anthropic-sonnet46,claude,10
anthropic-sonnet46_Father_Canada_female,domain,3,0,101,Canada,Father,male,female,daughter,anthropic-sonnet46,claude,3
anthropic-sonnet46_Father_Canada_female,trait,0,0,101,Canada,Father,male,female,daughter,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_Canada_male,role,21,2,106,Canada,Father,male,male,son,anthropic-haiku45,claude,23
anthropic-haiku45_Father_Canada_male,domain,5,0,106,Canada,Father,male,male,son,anthropic-haiku45,claude,5
anthropic-haiku45_Father_Canada_male,trait,0,0,106,Canada,Father,male,male,son,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Canada_male,role,3,8,100,Canada,Father,male,male,son,anthropic-sonnet46,claude,11
anthropic-sonnet46_Father_Canada_male,domain,2,0,100,Canada,Father,male,male,son,anthropic-sonnet46,claude,2
anthropic-sonnet46_Father_Canada_male,trait,0,0,100,Canada,Father,male,male,son,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_Mexico_female,role,6,12,107,Mexico,Father,male,female,daughter,anthropic-haiku45,claude,18
anthropic-haiku45_Father_Mexico_female,domain,0,1,107,Mexico,Father,male,female,daughter,anthropic-haiku45,claude,1
anthropic-haiku45_Father_Mexico_female,trait,0,1,107,Mexico,Father,male,female,daughter,anthropic-haiku45,claude,1
anthropic-sonnet46_Father_Mexico_female,role,9,10,115,Mexico,Father,male,female,daughter,anthropic-sonnet46,claude,19
anthropic-sonnet46_Father_Mexico_female,domain,4,2,115,Mexico,Father,male,female,daughter,anthropic-sonnet46,claude,6
anthropic-sonnet46_Father_Mexico_female,trait,1,0,115,Mexico,Father,male,female,daughter,anthropic-sonnet46,claude,1
anthropic-haiku45_Father_Mexico_male,role,3,12,101,Mexico,Father,male,male,son,anthropic-haiku45,claude,15
anthropic-haiku45_Father_Mexico_male,domain,1,0,101,Mexico,Father,male,male,son,anthropic-haiku45,claude,1
anthropic-haiku45_Father_Mexico_male,trait,0,0,101,Mexico,Father,male,male,son,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Mexico_male,role,4,8,107,Mexico,Father,male,male,son,anthropic-sonnet46,claude,12
anthropic-sonnet46_Father_Mexico_male,domain,3,0,107,Mexico,Father,male,male,son,anthropic-sonnet46,claude,3
anthropic-sonnet46_Father_Mexico_male,trait,0,0,107,Mexico,Father,male,male,son,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_Brazil_female,role,4,16,101,Brazil,Father,male,female,daughter,anthropic-haiku45,claude,20
anthropic-haiku45_Father_Brazil_female,domain,2,0,101,Brazil,Father,male,female,daughter,anthropic-haiku45,claude,2
anthropic-haiku45_Father_Brazil_female,trait,0,0,101,Brazil,Father,male,female,daughter,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Brazil_female,role,13,4,108,Brazil,Father,male,female,daughter,anthropic-sonnet46,claude,17
anthropic-sonnet46_Father_Brazil_female,domain,1,0,108,Brazil,Father,male,female,daughter,anthropic-sonnet46,claude,1
anthropic-sonnet46_Father_Brazil_female,trait,1,0,108,Brazil,Father,male,female,daughter,anthropic-sonnet46,claude,1
anthropic-haiku45_Father_Brazil_male,role,6,19,98,Brazil,Father,male,male,son,anthropic-haiku45,claude,25
anthropic-haiku45_Father_Brazil_male,domain,2,0,98,Brazil,Father,male,male,son,anthropic-haiku45,claude,2
anthropic-haiku45_Father_Brazil_male,trait,0,0,98,Brazil,Father,male,male,son,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Brazil_male,role,7,2,105,Brazil,Father,male,male,son,anthropic-sonnet46,claude,9
anthropic-sonnet46_Father_Brazil_male,domain,2,0,105,Brazil,Father,male,male,son,anthropic-sonnet46,claude,2
anthropic-sonnet46_Father_Brazil_male,trait,0,0,105,Brazil,Father,male,male,son,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_Argentina_female,role,15,5,97,Argentina,Father,male,female,daughter,anthropic-haiku45,claude,20
anthropic-haiku45_Father_Argentina_female,domain,2,0,97,Argentina,Father,male,female,daughter,anthropic-haiku45,claude,2
anthropic-haiku45_Father_Argentina_female,trait,0,0,97,Argentina,Father,male,female,daughter,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Argentina_female,role,8,10,110,Argentina,Father,male,female,daughter,anthropic-sonnet46,claude,18
anthropic-sonnet46_Father_Argentina_female,domain,1,2,110,Argentina,Father,male,female,daughter,anthropic-sonnet46,claude,3
anthropic-sonnet46_Father_Argentina_female,trait,2,0,110,Argentina,Father,male,female,daughter,anthropic-sonnet46,claude,2
anthropic-haiku45_Father_Argentina_male,role,6,10,94,Argentina,Father,male,male,son,anthropic-haiku45,claude,16
anthropic-haiku45_Father_Argentina_male,domain,0,0,94,Argentina,Father,male,male,son,anthropic-haiku45,claude,0
anthropic-haiku45_Father_Argentina_male,trait,0,1,94,Argentina,Father,male,male,son,anthropic-haiku45,claude,1
anthropic-sonnet46_Father_Argentina_male,role,5,10,102,Argentina,Father,male,male,son,anthropic-sonnet46,claude,15
anthropic-sonnet46_Father_Argentina_male,domain,0,0,102,Argentina,Father,male,male,son,anthropic-sonnet46,claude,0
anthropic-sonnet46_Father_Argentina_male,trait,0,1,102,Argentina,Father,male,male,son,anthropic-sonnet46,claude,1
anthropic-haiku45_Father_Colombia_female,role,8,5,103,Colombia,Father,male,female,daughter,anthropic-haiku45,claude,13
anthropic-haiku45_Father_Colombia_female,domain,1,0,103,Colombia,Father,male,female,daughter,anthropic-haiku45,claude,1
anthropic-haiku45_Father_Colombia_female,trait,2,0,103,Colombia,Father,male,female,daughter,anthropic-haiku45,claude,2
anthropic-sonnet46_Father_Colombia_female,role,3,10,105,Colombia,Father,male,female,daughter,anthropic-sonnet46,claude,13
anthropic-sonnet46_Father_Colombia_female,domain,2,0,105,Colombia,Father,male,female,daughter,anthropic-sonnet46,claude,2
anthropic-sonnet46_Father_Colombia_female,trait,1,0,105,Colombia,Father,male,female,daughter,anthropic-sonnet46,claude,1
anthropic-haiku45_Father_Colombia_male,role,12,4,102,Colombia,Father,male,male,son,anthropic-haiku45,claude,16
anthropic-haiku45_Father_Colombia_male,domain,4,0,102,Colombia,Father,male,male,son,anthropic-haiku45,claude,4
anthropic-haiku45_Father_Colombia_male,trait,0,0,102,Colombia,Father,male,male,son,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Colombia_male,role,2,4,104,Colombia,Father,male,male,son,anthropic-sonnet46,claude,6
anthropic-sonnet46_Father_Colombia_male,domain,2,1,104,Colombia,Father,male,male,son,anthropic-sonnet46,claude,3
anthropic-sonnet46_Father_Colombia_male,trait,0,0,104,Colombia,Father,male,male,son,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_UnitedArabEmirates_female,role,13,6,103,United Arab Emirates,Father,male,female,daughter,anthropic-haiku45,claude,19
anthropic-haiku45_Father_UnitedArabEmirates_female,domain,1,0,103,United Arab Emirates,Father,male,female,daughter,anthropic-haiku45,claude,1
anthropic-haiku45_Father_UnitedArabEmirates_female,trait,0,0,103,United Arab Emirates,Father,male,female,daughter,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_UnitedArabEmirates_female,role,6,6,100,United Arab Emirates,Father,male,female,daughter,anthropic-sonnet46,claude,12
anthropic-sonnet46_Father_UnitedArabEmirates_female,domain,0,0,100,United Arab Emirates,Father,male,female,daughter,anthropic-sonnet46,claude,0
anthropic-sonnet46_Father_UnitedArabEmirates_female,trait,0,0,100,United Arab Emirates,Father,male,female,daughter,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_UnitedArabEmirates_male,role,11,10,112,United Arab Emirates,Father,male,male,son,anthropic-haiku45,claude,21
anthropic-haiku45_Father_UnitedArabEmirates_male,domain,3,0,112,United Arab Emirates,Father,male,male,son,anthropic-haiku45,claude,3
anthropic-haiku45_Father_UnitedArabEmirates_male,trait,1,0,112,United Arab Emirates,Father,male,male,son,anthropic-haiku45,claude,1
anthropic-sonnet46_Father_UnitedArabEmirates_male,role,9,7,106,United Arab Emirates,Father,male,male,son,anthropic-sonnet46,claude,16
anthropic-sonnet46_Father_UnitedArabEmirates_male,domain,3,0,106,United Arab Emirates,Father,male,male,son,anthropic-sonnet46,claude,3
anthropic-sonnet46_Father_UnitedArabEmirates_male,trait,0,0,106,United Arab Emirates,Father,male,male,son,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_SaudiArabia_female,role,21,8,100,Saudi Arabia,Father,male,female,daughter,anthropic-haiku45,claude,29
anthropic-haiku45_Father_SaudiArabia_female,domain,1,0,100,Saudi Arabia,Father,male,female,daughter,anthropic-haiku45,claude,1
anthropic-haiku45_Father_SaudiArabia_female,trait,1,0,100,Saudi Arabia,Father,male,female,daughter,anthropic-haiku45,claude,1
anthropic-sonnet46_Father_SaudiArabia_female,role,13,4,99,Saudi Arabia,Father,male,female,daughter,anthropic-sonnet46,claude,17
anthropic-sonnet46_Father_SaudiArabia_female,domain,5,0,99,Saudi Arabia,Father,male,female,daughter,anthropic-sonnet46,claude,5
anthropic-sonnet46_Father_SaudiArabia_female,trait,1,0,99,Saudi Arabia,Father,male,female,daughter,anthropic-sonnet46,claude,1
anthropic-haiku45_Father_SaudiArabia_male,role,15,5,91,Saudi Arabia,Father,male,male,son,anthropic-haiku45,claude,20
anthropic-haiku45_Father_SaudiArabia_male,domain,1,0,91,Saudi Arabia,Father,male,male,son,anthropic-haiku45,claude,1
anthropic-haiku45_Father_SaudiArabia_male,trait,0,0,91,Saudi Arabia,Father,male,male,son,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_SaudiArabia_male,role,4,4,97,Saudi Arabia,Father,male,male,son,anthropic-sonnet46,claude,8
anthropic-sonnet46_Father_SaudiArabia_male,domain,0,1,97,Saudi Arabia,Father,male,male,son,anthropic-sonnet46,claude,1
anthropic-sonnet46_Father_SaudiArabia_male,trait,1,0,97,Saudi Arabia,Father,male,male,son,anthropic-sonnet46,claude,1
anthropic-haiku45_Father_Iran_female,role,7,4,100,Iran,Father,male,female,daughter,anthropic-haiku45,claude,11
anthropic-haiku45_Father_Iran_female,domain,0,0,100,Iran,Father,male,female,daughter,anthropic-haiku45,claude,0
anthropic-haiku45_Father_Iran_female,trait,1,0,100,Iran,Father,male,female,daughter,anthropic-haiku45,claude,1
anthropic-sonnet46_Father_Iran_female,role,5,12,105,Iran,Father,male,female,daughter,anthropic-sonnet46,claude,17
anthropic-sonnet46_Father_Iran_female,domain,0,0,105,Iran,Father,male,female,daughter,anthropic-sonnet46,claude,0
anthropic-sonnet46_Father_Iran_female,trait,0,0,105,Iran,Father,male,female,daughter,anthropic-sonnet46,claude,0
anthropic-haiku45_Father_Iran_male,role,6,2,95,Iran,Father,male,male,son,anthropic-haiku45,claude,8
anthropic-haiku45_Father_Iran_male,domain,1,0,95,Iran,Father,male,male,son,anthropic-haiku45,claude,1
anthropic-haiku45_Father_Iran_male,trait,0,0,95,Iran,Father,male,male,son,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Iran_male,role,2,9,99,Iran,Father,male,male,son,anthropic-sonnet46,claude,11
anthropic-sonnet46_Father_Iran_male,domain,2,0,99,Iran,Father,male,male,son,anthropic-sonnet46,claude,2
anthropic-sonnet46_Father_Iran_male,trait,1,0,99,Iran,Father,male,male,son,anthropic-sonnet46,claude,1
anthropic-haiku45_Father_Egypt_female,role,12,9,96,Egypt,Father,male,female,daughter,anthropic-haiku45,claude,21
anthropic-haiku45_Father_Egypt_female,domain,1,1,96,Egypt,Father,male,female,daughter,anthropic-haiku45,claude,2
anthropic-haiku45_Father_Egypt_female,trait,0,0,96,Egypt,Father,male,female,daughter,anthropic-haiku45,claude,0
anthropic-sonnet46_Father_Egypt_female,role,9,4,107,Egypt,Father,male,female,daughter,anthropic-sonnet46,claude,13
anthropic-sonnet46_Father_Egypt_female,domain,2,0,107,Egypt,Father,male,female,daughter,anthropic-sonnet46,claude,2
